1971 15.2 28.6
1972 10.4 19.3
1973 21.2 40.5
1974 18.6 35.6
1975 26.4 48.9
1976 23.4 45.0
1977 13.5 29.2
1978 16.7 34.1
1979 24.0 46.7
1980 19.1 37.4
